name,name_clean,store,price,price_per_100,query,brand
Waitrose 8 Chocolate Chip Brioche Rolls,8 Chocolate Chip Brioche Rolls,waitrose,2.0,,brioche,Waitrose
Waitrose 8 Brioche Rolls,8 Brioche Rolls,waitrose,2.0,,brioche,Waitrose
Waitrose 4 Brioche Burger Buns,4 Brioche Burger Buns,waitrose,1.75,,brioche,Waitrose
Genius Gluten Free Brioche Burger Buns,Genius Gluten Free Brioche Burger Buns,waitrose,1.45,1.036,brioche,Genius
All Things Butter Garlic & Herb Butter,All Things Butter Garlic & Herb Butter,waitrose,2.85,2.478,unsalted butter,All
Essential Unsalted Butter,Unsalted Butter,waitrose,2.25,0.9,unsalted butter,Waitrose
Yeo Valley Organic Unsalted Butter,Yeo Valley Organic Unsalted Butter,waitrose,2.25,1.125,unsalted butter,Yeo
Lurpak Unsalted Butter,Lurpak Unsalted Butter,waitrose,2.95,1.475,unsalted butter,Lurpak
Duchy Organic English Unsalted Butter,English Unsalted Butter,waitrose,3.5,1.4,unsalted butter,Duchy Organic
Waitrose Fairtrade Bananas,Fairtrade Bananas,waitrose,1.1,0.11,bananas,Waitrose
Essential Fairtrade Bananas,Fairtrade Bananas,waitrose,1.0,,bananas,Waitrose
Waitrose Small Fairtrade Bananas,Small Fairtrade Bananas,waitrose,1.25,,bananas,Waitrose
Duchy Organic Fairtrade Bananas,Fairtrade Bananas,waitrose,1.95,,bananas,Duchy Organic
Essential Cottage Cheese Strength 1,Cottage Cheese Strength 1,waitrose,1.75,0.583,cottage cheese,Waitrose
Essential Fat Free Cottage Cheese,Fat Free Cottage Cheese,waitrose,1.75,0.583,cottage cheese,Waitrose
All Things Cottage Cheese Natural,All Things Cottage Cheese Natural,waitrose,2.6,0.5780000000000001,cottage cheese,All
Lindahls Protein Cottage Cheese,Lindahls Protein Cottage Cheese,waitrose,1.5,0.857,cottage cheese,Lindahls
Longley Farm Yorkshire Natural Cottage Cheese,Longley Farm Yorkshire Natural Cottage Cheese,waitrose,2.05,0.82,cottage cheese,Longley
Flora Buttery Spreadable Butter Alternative,Flora Buttery Spreadable Butter Alternative,waitrose,1.9,0.423,spreadable butter,Flora
Waitrose Spreadable Butter,Spreadable Butter,waitrose,2.75,0.55,spreadable butter,Waitrose
Yeo Valley Organic Spreadable Blend of Butter and Rapeseed Oil,Yeo Valley Organic Spreadable Blend of Butter and Rapeseed Oil,waitrose,5.25,1.3130000000000002,spreadable butter,Yeo
Lurpak Slightly Salted Spreadable Blend of Butter and Rapeseed Oil,Lurpak Slightly Salted Spreadable Blend of Butter and Rapeseed Oil,waitrose,3.25,0.8130000000000001,spreadable butter,Lurpak
Waitrose Onions,Onions,waitrose,1.05,0.105,brown onions,Waitrose
Waitrose Onions,Onions,waitrose,1.55,,brown onions,Waitrose
Duchy Organic Onions,Onions,waitrose,1.8,0.24,brown onions,Duchy Organic
Waitrose Onions Spiced & Pickled,Onions Spiced & Pickled,waitrose,1.4,0.8240000000000001,brown onions,Waitrose
Waitrose Red Onions,Red Onions,waitrose,1.2,,red onions,Waitrose
Duchy Organic Red Onions,Red Onions,waitrose,1.6,0.32,red onions,Duchy Organic
Waitrose Stonebaked Goats Cheese & Caramelised Red Onion Pizza,Stonebaked Goats Cheese & Caramelised Red Onion Pizza,waitrose,3.75,0.987,red onions,Waitrose
Waitrose Caramelised Red Onion Chutney,Caramelised Red Onion Chutney,waitrose,2.65,0.757,red onions,Waitrose
Linda McCartney's Vegan Red Onion & Rosemary Sausages,Linda McCartney's Vegan Red Onion & Rosemary Sausages,waitrose,2.0,0.741,red onions,Linda
Clarence Court Burford Buff 6 Large Eggs,Clarence Court Burford Buff 6 Large Eggs,waitrose,2.72,,free range eggs,Clarence
Range Farm 12 Large Free Range Hen Eggs,Range Farm 12 Large Free Range Hen Eggs,waitrose,4.4,,free range eggs,Range
Clarence Court Burford Brown Medium Eggs,Clarence Court Burford Brown Medium Eggs,waitrose,2.95,,free range eggs,Clarence
Duchy Organic British Free Range Eggs,British Free Range Eggs,waitrose,5.35,,free range eggs,Duchy Organic
Clarence Court Large Burford Browns FR Eggs,Clarence Court Large Burford Browns FR Eggs,waitrose,4.0,,free range eggs,Clarence
Waitrose Strawberries,Strawberries,waitrose,3.25,0.8130000000000001,strawberries,Waitrose
Waitrose Strawberries,Strawberries,waitrose,4.5,0.75,strawberries,Waitrose
Essential Olive Spread,Olive Spread,waitrose,1.6,0.32,olive spread,Waitrose
Bertolli Light Olive Oil Spread,Bertolli Light Olive Oil Spread,waitrose,3.15,0.7,olive spread,Bertolli
Bertolli Olive Oil Spread,Bertolli Olive Oil Spread,waitrose,3.15,0.7,olive spread,Bertolli
Benecol Olive Oil Spread,Benecol Olive Oil Spread,waitrose,3.75,0.75,olive spread,Benecol
Waitrose Blueberries,Blueberries,waitrose,4.6,1.278,blueberries,Waitrose
Waitrose Blueberries,Blueberries,waitrose,2.8,1.245,blueberries,Waitrose
No.1 Speciality Blueberries,Speciality Blueberries,waitrose,3.9,1.733,blueberries,No.1
Essential Frozen Blueberries,Frozen Blueberries,waitrose,3.0,0.75,blueberries,Waitrose
Pilgrims Choice Extra Mature Cheddar Cheese,Pilgrims Choice Extra Mature Cheddar Cheese,waitrose,3.3,0.943,mature cheddar,Pilgrims
Essential Mature Cheddar Cheese Strength 4 Large,Mature Cheddar Cheese Strength 4 Large,waitrose,4.0,0.727,mature cheddar,Waitrose
Pilgrims Choice Mature Cheddar Cheese,Pilgrims Choice Mature Cheddar Cheese,waitrose,3.3,0.943,mature cheddar,Pilgrims
Essential Mature Cheddar Cheese Strength 4,Mature Cheddar Cheese Strength 4,waitrose,2.75,0.786,mature cheddar,Waitrose
Pilgrims Choice Vintage Mature Cheddar Cheese,Pilgrims Choice Vintage Mature Cheddar Cheese,waitrose,3.3,1.1,mature cheddar,Pilgrims
Higgidy Hoisin Pulled Mushroom & Spring Onion Rolls,Higgidy Hoisin Pulled Mushroom & Spring Onion Rolls,waitrose,2.5,1.5630000000000002,spring onions,Higgidy
Duchy Organic Salad Onions Bunch,Salad Onions Bunch,waitrose,1.1,,spring onions,Duchy Organic
Trimmed Salad Onions,Trimmed Salad Onions,waitrose,1.5,1.2,spring onions,Trimmed
Waitrose Continental Salad Onions,Continental Salad Onions,waitrose,1.25,,spring onions,Waitrose
Natoora Fresh Tropea Onions,Natoora Fresh Tropea Onions,waitrose,3.3,1.65,spring onions,Natoora
Waitrose British Blacktail FR Medium Eggs,British Blacktail FR Medium Eggs,waitrose,1.9,,medium eggs,Waitrose
Clarence Court Burford Brown Medium Eggs,Clarence Court Burford Brown Medium Eggs,waitrose,2.95,,medium eggs,Clarence
Clarence Court Burford Buff 10 Medium Eggs,Clarence Court Burford Buff 10 Medium Eggs,waitrose,4.5,,medium eggs,Clarence
Duchy Organic British Free Range Medium Eggs,British Free Range Medium Eggs,waitrose,3.1,,medium eggs,Duchy Organic
Essential Free Range White Eggs,Free Range White Eggs,waitrose,1.5,,medium eggs,Waitrose
Duchy Organic British Free Range Eggs,British Free Range Eggs,waitrose,5.35,,organic eggs,Duchy Organic
Duchy Organic British FR Eggs Very Large,British FR Eggs Very Large,waitrose,3.95,,organic eggs,Duchy Organic
Duchy Organic British Free Range Eggs Large,British Free Range Eggs Large,waitrose,3.45,,organic eggs,Duchy Organic
Duchy Organic British Free Range Medium Eggs,British Free Range Medium Eggs,waitrose,3.1,,organic eggs,Duchy Organic
Yeo Valley Organic Unsalted Butter,Yeo Valley Organic Unsalted Butter,waitrose,2.25,1.125,organic eggs,Yeo
Essential Mild Cheddar Cheese Strength 2 Large,Mild Cheddar Cheese Strength 2 Large,waitrose,4.0,0.727,mild cheddar,Waitrose
Essential Mild Cheddar S2,Mild Cheddar S2,waitrose,2.75,0.786,mild cheddar,Waitrose
Waitrose Grated Cheddar & Mozzarella Cheese Strength 2,Grated Cheddar & Mozzarella Cheese Strength 2,waitrose,2.9,1.16,mild cheddar,Waitrose
Waitrose Raspberries,Raspberries,waitrose,2.6,1.733,raspberries,Waitrose
Waitrose Raspberries,Raspberries,waitrose,3.75,1.6670000000000005,raspberries,Waitrose
Stokes Garlic Mayonnaise,Stokes Garlic Mayonnaise,waitrose,3.2,0.928,garlic,Stokes
Duchy Organic Garlic,Garlic,waitrose,1.15,,garlic,Duchy Organic
Cooks' Ingredients Peeled Garlic Cloves,Peeled Garlic Cloves,waitrose,1.35,2.7,garlic,Cooks'
Cooks' Ingredients Chopped Garlic,Chopped Garlic,waitrose,2.0,1.379,garlic,Cooks'
Cooks' Ingredients Garlic Granules,Garlic Granules,waitrose,1.8,3.4619999999999997,garlic,Cooks'
Pilgrims Choice Extra Mature Cheddar Cheese,Pilgrims Choice Extra Mature Cheddar Cheese,waitrose,3.3,0.943,extra mature cheddar,Pilgrims
Essential Extra Mature Cheddar Cheese Strength 6 Large,Extra Mature Cheddar Cheese Strength 6 Large,waitrose,5.0,0.667,extra mature cheddar,Waitrose
Pilgrims Choice Mature Cheddar Cheese,Pilgrims Choice Mature Cheddar Cheese,waitrose,3.3,0.943,extra mature cheddar,Pilgrims
Essential Extra Mature Cheddar Cheese Strength 6 Large,Extra Mature Cheddar Cheese Strength 6 Large,waitrose,4.0,0.727,extra mature cheddar,Waitrose
Pilgrims Choice Vintage Mature Cheddar Cheese,Pilgrims Choice Vintage Mature Cheddar Cheese,waitrose,3.3,1.1,extra mature cheddar,Pilgrims
No.1 Greek Yogurt With Honey,Greek Yogurt With Honey,waitrose,2.7,0.54,greek yoghurt,No.1
The Collective Straight Up Greek Style Yogurt,The Collective Straight Up Greek Style Yogurt,waitrose,3.75,0.417,greek yoghurt,The
No.1 Greek Yogurt with Vanilla,Greek Yogurt with Vanilla,waitrose,2.7,0.54,greek yoghurt,No.1
Cooks' Ingredients Root Ginger,Root Ginger,waitrose,6.35,,ginger root,Cooks'
Natoora Organic Root Ginger,Natoora Organic Root Ginger,waitrose,2.15,1.654,ginger root,Natoora
Mother Root Ginger Non-Alcoholic Aperitif,Mother Root Ginger Non-Alcoholic Aperitif,waitrose,27.95,5.59,ginger root,Mother
Daily Dose Apple & Root Ginger,Daily Dose Apple & Root Ginger,waitrose,2.33,0.259,ginger root,Daily
Twinings Superblends Detox Lemon & Ginger with Burdock Root & Fennel 20 Tea Bags,Twinings Superblends Detox Lemon & Ginger with Burdock Root & Fennel 20 Tea Bags,waitrose,3.85,9.625,ginger root,Twinings
Waitrose Braeburn Apples,Braeburn Apples,waitrose,1.85,,braeburn apples,Waitrose
Waitrose Braeburn Apples,Braeburn Apples,waitrose,1.6,,braeburn apples,Waitrose
Waitrose Pink Lady Apples,Pink Lady Apples,waitrose,2.13,,braeburn apples,Waitrose
Waitrose Jazz Apples,Jazz Apples,waitrose,2.0,,braeburn apples,Waitrose
Duchy Organic Pink Lady Apples,Pink Lady Apples,waitrose,3.75,,braeburn apples,Duchy Organic
Waitrose Belton Red Leicester Cheese Strength 3,Belton Red Leicester Cheese Strength 3,waitrose,3.0,1.2,red leicester,Waitrose
Essential Red Leicester Cheese Strength 3,Red Leicester Cheese Strength 3,waitrose,3.75,1.0710000000000002,red leicester,Waitrose
No. 1 Smoked Red Fox Vintage Red Leicester Cheese Strength 4,No. 1 Smoked Red Fox Vintage Red Leicester Cheese Strength 4,waitrose,2.88,1.44,red leicester,No.
Duchy Organic Aged Red Leicester,Aged Red Leicester,waitrose,2.8,1.4,red leicester,Duchy Organic
Jacob's Red Leicester Mini Cheddars,Jacob's Red Leicester Mini Cheddars,waitrose,1.5,1.087,red leicester,Jacob's
Duchy Organic Carrots,Carrots,waitrose,1.45,0.207,carrots,Duchy Organic
Waitrose Sweet Kingdom Carrots,Sweet Kingdom Carrots,waitrose,1.85,0.411,carrots,Waitrose
Waitrose British Wonderfully Wonky Carrots,British Wonderfully Wonky Carrots,waitrose,1.0,0.067,carrots,Waitrose
Duchy Organic Bunched Carrots,Bunched Carrots,waitrose,2.0,,carrots,Duchy Organic
Waitrose Baby Carrots,Baby Carrots,waitrose,1.9,1.267,carrots,Waitrose
Waitrose British Royal Gala Apples,British Royal Gala Apples,waitrose,1.9,,gala apples,Waitrose
Waitrose British Royal Gala Apples Loose,British Royal Gala Apples Loose,waitrose,2.2,0.22,gala apples,Waitrose
Duchy Organic British Gala Apples,British Gala Apples,waitrose,2.45,,gala apples,Duchy Organic
Waitrose British Royal Gala Apples,British Royal Gala Apples,waitrose,2.2,,gala apples,Waitrose
Waitrose Pink Lady Apples,Pink Lady Apples,waitrose,2.13,,gala apples,Waitrose
Danone Skyr High Protein 0% Fat Natural Yogurt,Danone Skyr High Protein 0% Fat Natural Yogurt,waitrose,1.5,0.3339999999999999,natural yoghurt,Danone
The Coconut Collab Plant Based Natural Coconut Yoghurt,The Coconut Collab Plant Based Natural Coconut Yoghurt,waitrose,3.95,0.5269999999999999,natural yoghurt,The
Danone Skyr High Protein 0% Fat Natural Yogurt,Danone Skyr High Protein 0% Fat Natural Yogurt,waitrose,3.5,0.438,natural yoghurt,Danone
The Collective Cultured Kefir Natural Yogurt,The Collective Cultured Kefir Natural Yogurt,waitrose,2.75,0.688,natural yoghurt,The
Galbani Italian Mozzarella Cheese,Galbani Italian Mozzarella Cheese,waitrose,1.5,1.2,mozzarella,Galbani
Waitrose Grated Mozzarella Cheese Strength 1,Grated Mozzarella Cheese Strength 1,waitrose,2.8,1.12,mozzarella,Waitrose
Waitrose Italian Mozzarella Strength 1,Italian Mozzarella Strength 1,waitrose,1.7,1.133,mozzarella,Waitrose
No. 1 Mozzarella Di Bufala Campana DOP Italian Mozzarella Cheese Strength 2,No. 1 Mozzarella Di Bufala Campana DOP Italian Mozzarella Cheese Strength 2,waitrose,2.48,1.984,mozzarella,No.
Essential Lighter Italian Mozzarella Cheese Strength 1,Lighter Italian Mozzarella Cheese Strength 1,waitrose,1.1,0.8800000000000001,mozzarella,Waitrose
Essential Parsnips,Parsnips,waitrose,1.7,0.1699999999999999,parsnips,Waitrose
Waitrose Parsnips,Parsnips,waitrose,1.6,0.16,parsnips,Waitrose
Waitrose Baby Parsnips,Baby Parsnips,waitrose,2.4,0.8,parsnips,Waitrose
Waitrose Honey Roasted Parsnips,Honey Roasted Parsnips,waitrose,2.5,0.417,parsnips,Waitrose
Aunt Bessie's Honey Glazed Roast Parsnips,Aunt Bessie's Honey Glazed Roast Parsnips,waitrose,2.5,0.5,parsnips,Aunt
Natoora Blood Oranges,Natoora Blood Oranges,waitrose,3.95,,oranges,Natoora
Waitrose Large Oranges,Large Oranges,waitrose,3.0,,oranges,Waitrose
Waitrose Blush Oranges,Blush Oranges,waitrose,3.2,,oranges,Waitrose
Essential Oranges,Oranges,waitrose,1.65,,oranges,Waitrose
Waitrose Extra Large Oranges,Extra Large Oranges,waitrose,3.25,,oranges,Waitrose
RE:NOURISH Protect Broccoli & Cheddar Soup,RE:NOURISH Protect Broccoli & Cheddar Soup,waitrose,3.25,0.65,broccoli,RE:NOURISH
Essential Broccoli,Broccoli,waitrose,2.4,0.24,broccoli,Waitrose
Tenderstem Broccoli Spears,Tenderstem Broccoli Spears,waitrose,1.8,0.9,broccoli,Tenderstem
Waitrose Large Broccoli Crown,Large Broccoli Crown,waitrose,1.35,0.403,broccoli,Waitrose
Duchy Organic Broccoli,Broccoli,waitrose,1.65,0.471,broccoli,Duchy Organic
Essential Soft Cheese Strength 1,Soft Cheese Strength 1,waitrose,1.95,0.78,cream cheese,Waitrose
Boursin French Garlic & Herb Soft Cheese,Boursin French Garlic & Herb Soft Cheese,waitrose,2.32,1.5470000000000002,cream cheese,Boursin
Philadelphia Garlic & Herbs Soft Cream Cheese,Philadelphia Garlic & Herbs Soft Cream Cheese,waitrose,2.35,1.424,cream cheese,Philadelphia
Boursin Velvety French Garlic & Herb Whipped Soft Cheese Dip,Boursin Velvety French Garlic & Herb Whipped Soft Cheese Dip,waitrose,2.75,2.2,cream cheese,Boursin
Danone Skyr High Protein 0% Fat Natural Yogurt,Danone Skyr High Protein 0% Fat Natural Yogurt,waitrose,1.5,0.3339999999999999,skyr yoghurt,Danone
Arla Skyr Natural Icelandic Style Yogurt,Arla Skyr Natural Icelandic Style Yogurt,waitrose,2.65,0.589,skyr yoghurt,Arla
Danone Skyr High Protein 0% Fat Natural Yogurt,Danone Skyr High Protein 0% Fat Natural Yogurt,waitrose,3.5,0.438,skyr yoghurt,Danone
Isey Skyr Strawberry Icelandic High Protein Fat Free Yogurt,Isey Skyr Strawberry Icelandic High Protein Fat Free Yogurt,waitrose,1.5,0.882,skyr yoghurt,Isey
Isey Skyr Blueberry Icelandic High Protein Fat Free Yogurt,Isey Skyr Blueberry Icelandic High Protein Fat Free Yogurt,waitrose,1.5,0.882,skyr yoghurt,Isey
Cooks' Ingredients Unwaxed Lemons,Unwaxed Lemons,waitrose,1.9,,lemons,Cooks'
Strong Roots Cauliflower Hash Browns,Strong Roots Cauliflower Hash Browns,waitrose,3.5,0.933,cauliflower,Strong
Essential Cauliflower,Cauliflower,waitrose,1.35,,cauliflower,Waitrose
Waitrose Large Trimmed Cauliflower,Large Trimmed Cauliflower,waitrose,1.95,,cauliflower,Waitrose
Duchy Organic Cauliflower,Cauliflower,waitrose,2.2,,cauliflower,Duchy Organic
Essential Frozen British Cauliflower Florets,Frozen British Cauliflower Florets,waitrose,1.8,0.2,cauliflower,Waitrose
Waitrose Parmigiano Reggiano DOP Parmesan Cheese Strength 6,Parmigiano Reggiano DOP Parmesan Cheese Strength 6,waitrose,5.95,2.38,parmesan,Waitrose
Duchy Organic Parmigiano Reggiano DOP Parmesan Cheese Strength 6,Parmigiano Reggiano DOP Parmesan Cheese Strength 6,waitrose,4.25,2.8329999999999997,parmesan,Duchy Organic
Elmlea Vegetarian Double Cream Alternative,Elmlea Vegetarian Double Cream Alternative,waitrose,1.5,0.5559999999999999,double cream,Elmlea
Essential Free Range Double Cream,Free Range Double Cream,waitrose,1.85,0.617,double cream,Waitrose
Essential Free Range Double Cream Large,Free Range Double Cream Large,waitrose,3.15,0.525,double cream,Waitrose
Essential Free Range Double Cream Small,Free Range Double Cream Small,waitrose,1.3,0.867,double cream,Waitrose
Duchy Organic British Free Range Double Cream,British Free Range Double Cream,waitrose,2.0,0.667,double cream,Duchy Organic
Essential Cucumber,Cucumber,waitrose,1.1,,cucumber,Waitrose
Duchy Organic Salad Cucumber,Salad Cucumber,waitrose,1.45,,cucumber,Duchy Organic
Essential Large Cucumber,Large Cucumber,waitrose,1.25,,cucumber,Waitrose
Waitrose Baby Cucumber,Baby Cucumber,waitrose,1.3,0.65,cucumber,Waitrose
Duchy Organic Ridge Cucumber,Ridge Cucumber,waitrose,1.75,,cucumber,Duchy Organic
Elmlea Single Cream Alternative,Elmlea Single Cream Alternative,waitrose,1.25,0.4629999999999999,single cream,Elmlea
Essential Free Range Single Cream,Free Range Single Cream,waitrose,1.45,0.483,single cream,Waitrose
Essential Free Range Single Cream Small,Free Range Single Cream Small,waitrose,1.0,0.667,single cream,Waitrose
Essential Free Range Single Cream Large,Free Range Single Cream Large,waitrose,2.35,0.392,single cream,Waitrose
Oatly Creamy Oat Single Cream Chilled,Oatly Creamy Oat Single Cream Chilled,waitrose,1.1,0.44,single cream,Oatly
Waitrose British Somerset Brie Cheese Strength 2,British Somerset Brie Cheese Strength 2,waitrose,3.4,1.478,brie,Waitrose
Castello Extra Creamy Brie Cheese,Castello Extra Creamy Brie Cheese,waitrose,2.0,1.0,brie,Castello
Essential French Brie Cheese Strength 2,French Brie Cheese Strength 2,waitrose,1.85,0.925,brie,Waitrose
President French Brie Cheese,President French Brie Cheese,waitrose,3.1,1.55,brie,President
Le Rustique le Bon Brie Cheese,Le Rustique le Bon Brie Cheese,waitrose,3.0,1.5,brie,Le
Essential Limes 5s,Limes 5s,waitrose,1.6,,limes,Waitrose
Waitrose Cherry Vine Tomatoes,Cherry Vine Tomatoes,waitrose,3.45,0.8630000000000001,vine tomatoes,Waitrose
Waitrose Classic Vine Tomatoes,Classic Vine Tomatoes,waitrose,2.35,0.522,vine tomatoes,Waitrose
Waitrose Cherry Vine Tomatoes,Cherry Vine Tomatoes,waitrose,2.55,0.944,vine tomatoes,Waitrose
Duchy Organic Vine Tomatoes,Vine Tomatoes,waitrose,2.25,0.9,vine tomatoes,Duchy Organic
Waitrose Cypriot Halloumi Cheese Strength 1,Cypriot Halloumi Cheese Strength 1,waitrose,3.0,1.2,halloumi,Waitrose
Duchy Organic Cypriot Halloumi,Cypriot Halloumi,waitrose,3.75,1.5,halloumi,Duchy Organic
No. 1 Halloumi Cheese with Mint Strength 2,No. 1 Halloumi Cheese with Mint Strength 2,waitrose,3.28,1.3119999999999998,halloumi,No.
Waitrose Halloumi Fries,Halloumi Fries,waitrose,3.0,1.765,halloumi,Waitrose
Higgidy Cypriot Halloumi & Hot Honey Rolls,Higgidy Cypriot Halloumi & Hot Honey Rolls,waitrose,2.5,1.5630000000000002,halloumi,Higgidy
Mister Free'd Gluten Free Avocado Tortilla Chips,Mister Free'd Gluten Free Avocado Tortilla Chips,waitrose,2.1,1.556,avocado,Mister
Waitrose Perfectly Ripe Large Avocado,Perfectly Ripe Large Avocado,waitrose,1.2,,avocado,Waitrose
British Creme Fraiche,British Creme Fraiche,waitrose,1.1,0.367,creme fraiche,British
No.1 French Creme Fraiche,French Creme Fraiche,waitrose,1.65,0.825,creme fraiche,No.1
Reduced Fat Creme Fraiche,Reduced Fat Creme Fraiche,waitrose,1.1,0.367,creme fraiche,Reduced
No.1 French Half Fat Creme Fraiche,French Half Fat Creme Fraiche,waitrose,1.65,0.825,creme fraiche,No.1
Isigny Ste Mere d'Isigny 40% Fat Creme Fraiche,Isigny Ste Mere d'Isigny 40% Fat Creme Fraiche,waitrose,2.1,1.05,creme fraiche,Isigny
Waitrose Cherry Vine Tomatoes,Cherry Vine Tomatoes,waitrose,3.45,0.8630000000000001,cherry tomatoes,Waitrose
Waitrose Cherry Vine Tomatoes,Cherry Vine Tomatoes,waitrose,2.55,0.944,cherry tomatoes,Waitrose
Essential Cherry Tomatoes,Cherry Tomatoes,waitrose,1.6,0.32,cherry tomatoes,Waitrose
Duchy Organic Cherry Vine Tomatoes,Cherry Vine Tomatoes,waitrose,2.25,1.125,cherry tomatoes,Duchy Organic
No.1 Colston Bassett Blue Stilton Cheese Strength 5,Colston Bassett Blue Stilton Cheese Strength 5,waitrose,3.2,1.6,stilton,No.1
